hyperedge_id,source_nodes,target_nodes,source_size,target_size,reaction_id,sign,control_id
4757,15173|15174,15175,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction1142,1,http://www.reactome.org/biopax/96/48892#Catalysis472
4758,15603|15604,15584|15605,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction1440,1,http://www.reactome.org/biopax/96/48892#Catalysis688
4759,237|14665|16368,238|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction8421,1,http://www.reactome.org/biopax/96/48892#Catalysis4465
4760,10292|17020|17346|19010,17029|19011,4,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3118,1,http://www.reactome.org/biopax/96/48892#Catalysis1367
4761,11696|15627|15628,15629|15630,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction1454,-1,http://www.reactome.org/biopax/96/48892#Control190
4762,16314|17300|18785,16324|17183|17860,3,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4120,1,http://www.reactome.org/biopax/96/48892#Control515
4763,2677|18715,2676|15724|15725|15726|15727|15728|15729|15730,2,8,http://www.reactome.org/biopax/96/48892#BiochemicalReaction1529,1,http://www.reactome.org/biopax/96/48892#Catalysis737
4764,311|18785,312|18750,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction8493,1,http://www.reactome.org/biopax/96/48892#Catalysis4496
4765,9574|16415|17914|18021|18780,16417|17815|17936,5,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4591,1,http://www.reactome.org/biopax/96/48892#Catalysis2766
4766,10624|16324|17073|18877|18888,17077|18785|18917,5,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3843,1,http://www.reactome.org/biopax/96/48892#Catalysis2064
4769,4469|16424|18785,16428,3,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3242,1,http://www.reactome.org/biopax/96/48892#Catalysis1482
4770,9716|11843,11844|11845,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5964,1,http://www.reactome.org/biopax/96/48892#Catalysis3516
4771,239|14880|16368,9859|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction8426,1,http://www.reactome.org/biopax/96/48892#Catalysis4468
4772,10684|16486|17140|18668,17138|17141|18833,4,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3974,1,http://www.reactome.org/biopax/96/48892#Control476
4773,4727|16324|17112|18877,16596|18917,4,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3903,1,http://www.reactome.org/biopax/96/48892#Catalysis2118
4774,6287|9202|16552,6294|18743,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction8963,1,http://www.reactome.org/biopax/96/48892#Catalysis4612
4775,4230|4231|16552,4232|18743,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction2848,1,http://www.reactome.org/biopax/96/48892#Catalysis1143
4776,10339|16324|16381|18877,16383|18917,4,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3203,1,http://www.reactome.org/biopax/96/48892#Catalysis1444
4777,11334|18130|18159|18689|18693,17576|18160|18689|18693,5,4,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5241,1,http://www.reactome.org/biopax/96/48892#Catalysis3153
4778,4270|10152|18174,5141|18377,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction2876,1,http://www.reactome.org/biopax/96/48892#Catalysis1150
4779,378|16368|16432,16421|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction8556,1,http://www.reactome.org/biopax/96/48892#Catalysis4520
4780,1482|14068|16024,1483,3,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction9693,-1,http://www.reactome.org/biopax/96/48892#Control1259
4781,7429|12561|17321,7422|17365,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction6839,1,http://www.reactome.org/biopax/96/48892#Catalysis3876
4782,13271|14432|17306,13272|17311,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction8025,1,http://www.reactome.org/biopax/96/48892#Catalysis4309
4783,4389|10257|18656,10259|18628|18645,3,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3047,1,http://www.reactome.org/biopax/96/48892#Catalysis1299
4784,8527|13231|16368,8528|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7956,1,http://www.reactome.org/biopax/96/48892#Catalysis4289
4785,11176|18717,18716,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5046,1,http://www.reactome.org/biopax/96/48892#Catalysis3021
4787,3176|3514,2868|16156|16157,2,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction230,-1,http://www.reactome.org/biopax/96/48892#Control53
4788,5792|17645,18089,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5311,1,http://www.reactome.org/biopax/96/48892#Catalysis3216
4790,3400|16121|16368,3401|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction2118,1,http://www.reactome.org/biopax/96/48892#Catalysis931
4791,9588|17755|17891,17893|18818,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4643,1,http://www.reactome.org/biopax/96/48892#Catalysis2814
4792,10996|16368,10997|16453,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4772,1,http://www.reactome.org/biopax/96/48892#Catalysis2912
4793,8840|10458,12002,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction6143,1,http://www.reactome.org/biopax/96/48892#Control765
4795,8496|8513,8514|18750,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7929,1,http://www.reactome.org/biopax/96/48892#Control1028
4796,12281|12685|16448,10388|14131,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction9843,1,http://www.reactome.org/biopax/96/48892#Catalysis4935
4797,10352|17043|18888,17066,3,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3834,1,http://www.reactome.org/biopax/96/48892#Catalysis2055
4798,9531|16324|16925|18877,16927|18917,4,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3712,1,http://www.reactome.org/biopax/96/48892#Catalysis1940
4799,10292|17020|19002,17029|19005,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3114,1,http://www.reactome.org/biopax/96/48892#Catalysis1363
4800,10284|16758|18638,16759|18628|18645,3,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3561,1,http://www.reactome.org/biopax/96/48892#Catalysis1795
4801,8513,8514|18750,1,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7929,1,http://www.reactome.org/biopax/96/48892#Catalysis4277
4802,1204|16368,1205|16453,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction9381,1,http://www.reactome.org/biopax/96/48892#Catalysis4768
4803,4853|17182,17169|18785,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4021,1,http://www.reactome.org/biopax/96/48892#Catalysis2209
4804,4872|16368|18408,16453|18409,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7680,1,http://www.reactome.org/biopax/96/48892#Catalysis4147
4805,16368|18364|18868,16324|16453|18860,3,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction2935,-1,http://www.reactome.org/biopax/96/48892#Control368
4806,5762|18716,18717,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5142,1,http://www.reactome.org/biopax/96/48892#Control636
4807,7353|15224|17302,7354,3,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction6786,1,http://www.reactome.org/biopax/96/48892#Control846
4809,18245|18689,18693,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5365,-1,http://www.reactome.org/biopax/96/48892#Control650
4810,11241|16368|18049|18785,16453|17251|18750,4,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5125,1,http://www.reactome.org/biopax/96/48892#Catalysis3043
4812,2583|16368,2589|16453,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction136,1,http://www.reactome.org/biopax/96/48892#Catalysis55
4813,7765|16368,7773|16453,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction556,1,http://www.reactome.org/biopax/96/48892#Catalysis194
4815,5771|16949|18112,16324|18115,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5212,1,http://www.reactome.org/biopax/96/48892#Catalysis3124
4816,15653|15656,15655,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction1475,1,http://www.reactome.org/biopax/96/48892#Control203
4817,3349|6125|16368,3350|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction2069,1,http://www.reactome.org/biopax/96/48892#Catalysis909
4818,11489|16771,18288,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5507,1,http://www.reactome.org/biopax/96/48892#Catalysis3322
4819,2878|15845|18785,942|18750,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction9102,1,http://www.reactome.org/biopax/96/48892#Catalysis4656
4820,2485,2486|17657,1,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction1339,1,http://www.reactome.org/biopax/96/48892#Catalysis648
4821,7705|16552,7706|18743,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7100,1,http://www.reactome.org/biopax/96/48892#Catalysis3928
4822,8508|16552,8509|18743,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7925,1,http://www.reactome.org/biopax/96/48892#Catalysis4276
4823,858|5635,859|2811|11265,2,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction9027,1,http://www.reactome.org/biopax/96/48892#Catalysis4633
4824,2702|16368,18949,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4776,1,http://www.reactome.org/biopax/96/48892#Catalysis2914
4825,10741|17349|18689,17116|18693,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4149,1,http://www.reactome.org/biopax/96/48892#Catalysis2335
4826,4556|16368|16432,16421|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3494,1,http://www.reactome.org/biopax/96/48892#Catalysis1732
4827,10760|16324|17380|18877,4952|17381|18917,4,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4192,1,http://www.reactome.org/biopax/96/48892#Catalysis2378
4828,5066|16486|17530|18668,17529|18833,4,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4356,1,http://www.reactome.org/biopax/96/48892#Catalysis2535
